tweet,class
سعيد لا دفاع ولا هجوم بس اوت تكمله عدد للفريق  ,0
   يحبك حقا لن يجرء علي مرور الوقت بدونك يحن يشتاق يتالم يصنع المستحيل ليحادثك        ,1
انا زهقت اوي الله     احيه       كل ما اذاكر حاجه       انسي التانيه      هنلعب_ولا_ايه  امتحانات  ,0
مش هتاخد تلت ساعه  ,2
هههههههههههههه حبيبي انا اقدر علي زعلك والله مقدر  ,1
اتار منار حلوه فعلا والايموشن بتاعها ده معبر اوي  ,1
الدونيا سيرك مسرحيه ناس كتير عينيها عليا     ,0
ينشبك حلمك بحلمي   ,2
هاتووولي رقم دعاء حااااااااالا لازم تاخدوا نصيبكوا  LaithAbuJoda  DoaaElSebaii  ,2
الناس روحنا تشبه روحهم  lt 3  ,1
مش لازم كل القريبين منك يعرفوا كل كبيره وصغيره عنك في حاجات لازم تحتفظ بيها لنفسك بس   ,2
بتصعب عليا الناس عندي كليه مش فاهمين حاجه المزيكا وبيعدوا وبيعشوا حياتهم عشان يبقوا مدرسين موسيقي الاخر  ,0
 بتمني_ب2015 نعرف قيمه بلدنا  ,1
كلنا الشخص المتنيل علي عينه      prt  ,0
الله يكثر امثالك  ,1
حبيبتشي مروه  LaithAbuJoda  DoaaElSebaii  ,1
 عيوبنا مش بنخبيها            غلاططنه بنفتخر بيه مش مكسوفين ولاندمنين عيشت الحرام سايقين    ,0
ايد تقيله معلش  ,0
موحرام الحين وين اللاقي جبهتي بالله  ,0
الحب لا يعرف سن ولا مله ولا زمن ولا ظروف الحب مساحه شاسعه خارج حدود المنطق  ,1
 لو_سانتا_كلوز_مصري كان هيجيب هدايا رخيصه للفقرا ويجامل بالهدايا الغاليه غنياء  ,0
ياجدعان المحاسبه دي بنت وسخه والله  ,0
عااااااااااااااااااا فيلمي اجل امراه  ,2
نفسي مره واحده اشوف الريتويت قد الفيفوريت نفسي يااارب يسمعوا الكلام شيرين يحيي  ShereenYehia  ,2
   خل المشاعر تنام وبالها خالي محد سواك انت    ضحكها بكاها لحالي ووقتي الحالي مهو حالي والذكريات الثقيله    كيف بنساها        ,1
انتوا ازاي قدرتوا تحدوا النسل في البلد المهم العميد دا رد عليه بيقوله احنا نقصنا بنسبه 300 مليون نسمه في خلاص الاخ     ,0
فلا تحسبي اني علي البعد نادم ولا القلب في نار الغرام معذب قلت اني قد سلوت عن الهوي كان مثلي لا يقول ويكذب  ,0
لقد هرمنا اجل اللحظه    هنسقط موزه  D  D  ,0
الفاشل تخرج بنظام التحسين اختراعك  ,0
بحلم بيك انا بحلم بيك تارارا را رام  ,1
طبعاااااا  ,1
صوت صرصور الحقل  ,2
المشكله مش بس في اني علق لا الموضوع تتطور وبقيت بوهم نفسي اني هانتفض وهاخلص مذاكره قبل الامتحان وهانجح كمان كسم خيالي الواسع ياعني  ,0
امبارح كنت بقول لو افترقنا طول حياتي دي نهايتها    وانهارده بقيت بقول موش عايز حد قدامي يجيب سيرتها     ,0
كنت نفسك    تبني دنيااا    طعم تااني حاجه تانيه  ,1
لو فعلا عايز تبدا صفحه جديده حياتك لازم تبطل تقرا في الصفحه القديمه  ,2
الخير علي كل الموجودين فيه حد ندردش معاه او معاها  ,1
   فليطمءن قلبك  انك بين عيناي وداخلي         ,1
اني اتوه نظرت لعينيك رغما عن ثباتي    ,1
كل واحد غني اغنيه ما غنتش اغنيتها بس طبعا كيوت ومينا وشيرين بس الحقيني بالينك تاهه مني  DoaaElSebaii دعاء السباعي  ,1
عار ان نجد التدني المطلوب سرعه التحقيق ولوثبت ادانه يكون الفصل  ,0
هوا مفيش حد صاحي غيري انا ولا ايه  ,2
اللهم اغفر ولجميع امه المسلمين واشفي مرضانا ومرضي المسلمين وانصر اهلنا في الشام وفلسطين والعراق واليمن وساءر المسلمين  ,1
اومال لونها فاتح كده ليه السكر مفتحها ياعم حاطط معلقه سكر او اكتر  ,2
كلمه واحده    واحد    تصرف واحد    صدفه واحده    ممكن تغيرك كتير       ,2
ماده لما تحتاجها مش هتلاقيها      ,0
اغاني تانيه بس مش فاكره حاجه غير دلوقتي  D  ,2
للابد بكذب وبحكي بكره بصحي الصبح بكير بدرس  ,0
بت ميتين اللبوه    ابعتيلي رقمك دي ام  ,0
احبك بصدق    ابعد عنك كل ما يجرحك     ,1
        ولا تكونوا كالذين نسوا الله انساهم انفسهم استغفر الله العظيم واتوب           ,2
   كل شيء تحب ان تحصل عليه يجب ان تدفع ثمنه والثمن داءما العمل الصبر الحب التضحيه في سبيل تحقيقه        ,2
ناس هتصحي وناس هتنام  ,2
القصه مسليه فشخ  ,1
ديني الضييييييييييحك هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  ,1
 الوطن علاء الغطريفي يكتب  عن التعذيب اتحدث      ,2
همس الكلام واصل      ,1
هههههههههههههههههه معلش انا هخلكي تكلمي زي الحمار كده وزي الغله لي بتشجعهاا مش هرد عليكي عشان انتي محروق دمك يعني ههههههههههههههه  ,0
بسرعه تبوك تجي  ,2
لما تتحقق احلامك ماتنساش تدفع ديونك القديمه  ,2
سلمي صاحيه بتهيب ايه           ,0
اللهم اغننا بحلالك عن حرامك وبفضلك عمن سواك  ,1
سكايب كول مع ظاظا تلت ساعات ونص عشان نخلص سكشن تمانيه وهنام وش الصبح  قحه  prologo  paractical  ,0
   حابب تعبي لانه عشانك راضيه بغلبي لانه معاك        ,1
   فنيه تمريض بخميس مشيط ابي بديله لمنطقه تبوك  وظاءف  توظيف  ,2
   ركعتين لله في الوقت لعل ربي يستجب دعاءكم      ,1
يااارب انا امنيهي حياتي ابقي  مشهوور والناس تتصور معايا  يااارب فرحه عندك  ,1
ههههههه ربي يسعدك  ,1
ياريت بني زيد كلها تنباد حاج تعبنا  ,0
ايوه بقي سلام علي الكلام  ,1
ولا بيفرق حد الكاميرات عليه بيتكلم ويقول ويعيد ويرجع يكدب والاعلام لمءاخذه بيعرض عليه     ,0
حضرتك شايف 2015 هتبقي ازاي    انا  ,2
 حافظوا علي الصلوات والصلاه الوسطي  وقوموا لله قانتين   سوره البقره 238   ,2
احسن البغله وامهاا لي مش عارفه تربيهاا كويس  ,0
هههههههههههههههههههه مسخره هههههههه موتني ضحك  ,1
تسلملي شيري انتي الاحسن جميله شاء الله سنه سعيده علينا جميعا     ,1
عملتلي ريتويت جميله      ,1
    الحب الحب  الشوق الشوق      ,1
القضاه عاوزين يتعالجوا يتفسحوا جيوب المواطنين    اخص علي شرفكم  ,0
بلطجيه هههههه طب خدي بلطجيه ايدك وعلي اقرب اسم شرطه وقدمي بلاغ يامعفنه ههههههههههه  ,0
فيلم مسدسات شكله  ,2
الرسول الاكرم محمد صلي الله عليه وسلم سءل عن سبب صيام الاثنين فقال ولدت فيه فكان يعظم ولادته بالصيام لله  ,2
صبح الورد لكل موجدين  ,1
ابدا التصوف الحق العمل بطاعه الله مع العلم الاسلام بعينه  ,1
باك  ,2
    الخير ممكن استفسار عن مشكله با اتصال الانترنت    ارجو اضافتي ارسال الاستفسار علي الخاص ودمتم         ,2
        رب اعطنا الخشيه ما نبكي به علي ذنوبنا  الثقه ما نواجه به صعاب الدنيا مبتسمين           ,1
بوركتم  ,1
ارجو ان نستمتع بمتابعت بعضنا  ,1
انتي يابت حافظه مش فاهمه معندكيش غير الجرجير يابت خافي علي نفسك احنا المصرييين بردوا  ,0
احسن الدعاره برده لمو بنتكم الرجاله الاول بعدين اتكلمو احنا اشرف ناس  ,0
فعلا ماحدي بيسلم الخناءه كل هههههه  ,0
     قل الله احد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد     ,2
      فضل سوره الاخلاص عن ابي سعيد الخدري ان النبي  في قل الله احد  lt  lt  نفسي بيده لتعدل ثلث القران رواه البخاري         ,2
زمن الصحابه الفقر الطاعه لله علي ان يسال الناس الحاجه مع العلم والعمل  ,2
سيبك ياسوما يالا نروح ننام وسيبيها تنبح زي الكلبه  ,0
كثير الصحابه والتابعين كانوا متصوفبن زاهدين تاركن اهواء الدنيا للاخره الباقبه  ,2
الجو مش ساقعه الجو تلج انا مش حاسه بجسمي كله كتر التلج  ,0
